epoch,timestamp,train_loss,train_accuracy,train_recall,train_f1,"train_matrix(tp, fn, fp, tn)",val_loss,val_accuracy,val_recall,val_f1,"val_matrix(tp, fn, fp, tn)",val2
1,2022-10-28 04:50:35.238,0.10573177,0.9654431216931217,0.9641757626644276,0.9705592336948865,3445-128-81-2394,1.3525382,0.5178571428571429,0.16279069767441862,0.28,21-108-0-95,0
2,2022-10-28 04:52:57.251,0.0803512,0.9874338624338624,0.9871256647075287,0.9893408134642356,3527-46-30-2445,0.6809929,1.0,1.0,1.0,129-0-0-95,48
3,2022-10-28 04:55:57.589,0.06575611,0.9952050264550265,0.9955219703330535,0.995940081198376,3557-16-13-2462,0.45421347,1.0,1.0,1.0,129-0-0-95,48
4,2022-10-28 04:58:56.912,0.053767215,0.9991732804232805,0.9991603694374476,0.999300209937019,3570-3-2-2473,0.34077758,1.0,1.0,1.0,129-0-0-95,48
5,2022-10-28 05:01:56.782,0.05400065,0.9877645502645502,0.9871256647075287,0.9896184062850729,3527-46-28-2447,0.2752737,0.9955357142857143,0.9922480620155039,0.9961089494163424,128-1-0-95,32
6,2022-10-28 05:04:18.787,0.051535033,0.9947089947089947,0.9935628323537643,0.9955131800336511,3550-23-9-2466,0.22961733,1.0,1.0,1.0,129-0-0-95,47
7,2022-10-28 05:06:40.721,0.046856232,0.9991732804232805,0.9988804925832634,0.9993000139997201,3569-4-1-2474,0.19688761,1.0,1.0,1.0,129-0-0-95,48
8,2022-10-28 05:09:39.621,0.042824503,0.9991732804232805,0.9988804925832634,0.9993000139997201,3569-4-1-2474,0.17231525,1.0,1.0,1.0,129-0-0-95,47
9,2022-10-28 05:12:01.405,0.03948164,0.9996693121693122,0.9994402462916316,0.9997200447928332,3571-2-0-2475,0.15319608,1.0,1.0,1.0,129-0-0-95,47
10,2022-10-28 05:14:22.970,0.039744686,0.9904100529100529,0.9899244332493703,0.9918676388109927,3537-36-22-2453,0.13916434,1.0,1.0,1.0,129-0-0-95,47
11,2022-10-28 05:16:44.748,0.039546266,0.9950396825396826,0.9941225860621327,0.9957947855340622,3552-21-9-2466,0.12967692,0.9910714285714286,1.0,0.9923076923076923,129-0-2-93,48
12,2022-10-28 05:19:06.365,0.038318444,0.9978505291005291,0.9977609851665268,0.998180036399272,3565-8-5-2470,0.11893259,1.0,1.0,1.0,129-0-0-95,48
13,2022-10-28 05:22:05.296,0.03661074,0.9990079365079365,0.9986006157290792,0.9991598991879026,3568-5-1-2474,0.10981529,1.0,1.0,1.0,129-0-0-95,47
14,2022-10-28 05:24:26.894,0.035085384,0.9991732804232805,0.9988804925832634,0.9993000139997201,3569-4-1-2474,0.10200459,1.0,1.0,1.0,129-0-0-95,48
15,2022-10-28 05:27:25.980,0.033649985,0.9990079365079365,0.998320738874895,0.9991596638655461,3567-6-0-2475,0.095215425,1.0,1.0,1.0,129-0-0-95,48
16,2022-10-28 05:30:24.376,0.032332364,0.9991732804232805,0.9986006157290792,0.9992998179526676,3568-5-0-2475,0.08927266,1.0,1.0,1.0,129-0-0-95,48
17,2022-10-28 05:33:23.394,0.031123793,0.999834656084656,0.9997201231458158,0.9998600419874039,3572-1-0-2475,0.084029645,1.0,1.0,1.0,129-0-0-95,49
